title,text,subject
Factbox: Trump turnover - Tillerson would be latest to leave administration,"(Reuters) - The revolving door at the Trump White House was ready to spin again as senior administration officials said on Thursday there is a plan to replace U.S. Secretary of State Rex Tillerson with Central Intelligence Agency chief Mike Pompeo within weeks.   The following is a partial list of officials who have been fired or have left the administration in the 10 months since President Donald Trump took office on Jan. 20, as well as people who were nominated by Trump for a position but did not take the job: * Stephen Bannon - Trumpâ€™s chief strategist, who had been a driving force behind the presidentâ€™s anti-globalization and pro-nationalist agenda that helped propel him to election victory, was fired by Trump in mid-August. He had repeatedly clashed with more moderate factions in the White House. * Philip Bilden - a private equity executive and former military intelligence officer picked by Trump for secretary of the Navy, withdrew from consideration in February because of government conflict-of-interest rules. * James Comey - the Federal Bureau of Investigation director, who was leading a probe into possible collusion between the Trump 2016 presidential campaign and Russia to influence the election outcome, was fired by Trump in May. Richard Cordray - the Consumer Financial Protection Bureauâ€™s first director resigned on Nov. 24. Trump designated White House Budget Director Mick Mulvaney as acting director, but Cordray named a deputy director as his replacement, triggering a political and legal battle. Four days later, a federal court ruled in Trumpâ€™s favor. * James Donovan - a Goldman Sachs Group Inc (GS.N) banker who was nominated by Trump as deputy Treasury secretary, withdrew his name in May. * Michael Dubke - founder of Crossroads Media, resigned as White House communications director in May. * Michael Flynn - resigned in February as Trumpâ€™s national security adviser after disclosures that he had discussed U.S. sanctions on Russia with the Russian ambassador to the United States before Trump took office and had misled Vice President Mike Pence about the conversations. * Mark Green - Trumpâ€™s nominee for Army secretary withdrew his name from consideration in May. * Gerrit Lansing - White House chief digital officer, stepped down in February after failing to pass an FBI background check, according to Politico. * Jason Miller - communications director for Trumpâ€™s transition team, who was named by the president-elect in December as White House communications director, said days later that he would not take the job. * Health and Human Services Secretary Tom Price resigned under pressure from Trump on Sept. 29 in an uproar over Priceâ€™s use of costly private charter planes for government business. * Reince Priebus - the former chairman of the Republican National Committee was replaced by John Kelly as Trumpâ€™s chief of staff in July. A confidant of the president said Trump had lost confidence in Priebus after major legislative items failed to be approved by Congress. * Todd Ricketts - a co-owner of the Chicago Cubs baseball team and Trumpâ€™s choice for deputy secretary of commerce, withdrew from consideration in April. * Anthony Scaramucci - the White House communications director was fired by Trump in July after just 10 days on the job after profanity-laced comments to The New Yorker magazine were published. * Walter Shaub - the head of the U.S. Office of Government Ethics, who clashed with Trump and his administration, stepped down in July before his five-year term was to end. * Michael Short - senior White House assistant press secretary, resigned in July. * Sean Spicer - resigned as White House press secretary in July, ending a turbulent tenure after Trump named Scaramucci as White House communications director. * Robin Townley - an aide to national security adviser Flynn, was rejected in February after he was denied security clearance to serve on the U.S. National Security Council, according to Politico. * Vincent Viola - an Army veteran and a former chairman of the New York Mercantile Exchange, nominated by Trump to be secretary of the Army, withdrew his name from consideration in February. * Katie Walsh - deputy White House chief of staff, was transferred to the outside pro-Trump group America First Policies in March, according to Politico. * Caroline Wiles - Trumpâ€™s director of scheduling, resigned in February after failing a background check, according to Politico. * Sally Yates - acting U.S. attorney general, was fired by Trump in January after she ordered Justice Department lawyers not to enforce Trumpâ€™s immigration ban.     ",politicsNews
"Tillerson unaware of plan to oust him, Senator Corker says","WASHINGTON (Reuters) - U.S. Secretary of State Rex Tillerson was unaware of any plans to oust him when he spoke to Senator Bob Corker on Thursday, Corker said. â€œHeâ€™s conducting business, as is the norm, and is unaware of anything changing,â€ Corker, the chairman of the U.S. Senate Foreign Relations Committee, told reporters. ",politicsNews
"Factbox: Five facts about Tom Cotton, Trump's likely pick for CIA","WASHINGTON (Reuters) - U.S. Senator Tom Cotton, a hawkish Iraq war veteran who has said he did not consider waterboarding to be torture, is likely to be chosen by President Donald Trump as the next leader of the Central Intelligence Agency amid a Cabinet shake-up, senior administration officials said. Here are five facts about the Arkansas Republican: - Cotton, 40, is a staunch Trump ally who has vigorously opposed the Iran nuclear deal. He served one term in the House of Representatives before being elected to the Senate in 2014 as part of a Republican wave. Cotton sits on the Intelligence Committee but has no experience managing a large organization. - Cotton has given a qualified endorsement of the intelligence communityâ€™s assessment that Russia interfered in the 2016 presidential election to boost Trumpâ€™s prospects. â€œI have no doubts about the intelligence communityâ€™s assessment,â€ he said in an Oct. 5 interview with Washington Post columnist David Ignatius.  - Cotton wants to boost the defense budget, saying the U.S. military is in crisis, and has pointed to both Russia and China as growing threats. He accused Moscow of trying to divide NATO and said China was â€œseeking control over the Pacific Rim.â€  - A decorated Army veteran of the wars in Iraq and Afghanistan, Cotton appeared to align himself with Trumpâ€™s support of waterboarding, saying he did not consider it torture. â€œWaterboarding isnâ€™t torture. We do waterboarding on our own soldiers in the military,â€ the former paratrooper told CNN in November 2016. Waterboarding, the practice of pouring water over someoneâ€™s face to simulate drowning as an interrogation tactic, was banned by Democratic President Barack Obama days after he took office in 2009. - Cotton is a graduate of Harvard University and Harvard Law School. A father of two, he has a reputation as a devoted family man who once apologized for being late for an intelligence hearing because he was tending to a baby in his office. ",politicsNews
White House says Tillerson still in charge at State Department,"WASHINGTON (Reuters) - The White House said on Thursday that Rex Tillerson remains the U.S. secretary of state despite reports of his upcoming departure, and that there are no changes at this time. â€œAs the President just said, â€˜Rex is here.â€™ There are no personnel announcements at this time. Secretary Tillerson continues to lead the State Department and the entire cabinet is focused on completing this incredibly successful first year of President Trumpâ€™s administration,â€ said White House spokeswoman Sarah Sanders in a statement. ",politicsNews
Senate tax bill stalls on deficit-focused 'trigger',"WASHINGTON (Reuters) - The U.S. Senate on Thursday delayed voting on a Republican tax overhaul as the bill was tripped up by problems with an amendment sought by fiscal hawks to address a large expansion of the federal budget deficit projected to result from the measure. The Senate debated the legislation late into Thursday and adjourned, putting off any votes until Friday morning. It was unclear if a decisive vote on the bill would occur then. The delay underscored nagging concerns among Republican fiscal conservatives about the deficit impact of the bill. That set up the possibility that its deep tax cuts might have to be moderated, that future tax increases might be built in, and that some conservatives might seek to attach spending cuts, all approaches that could throw up new political problems. White House legislative affairs director Marc Short told reporters in the Capitol: â€œI donâ€™t think tax cuts are going to be scaled back. I think it would still be historic tax relief for corporations and for middle-income families.â€  The tax bill is seen by Republicans as crucial to their prospects in the November 2018 elections, when they will fight to keep control of the Senate and the House of Representatives. Since taking office in January, President Donald Trump and  Republicans now in control of Congress have yet to pass major legislation, a fact they hope to change with their proposed tax- code overhaul, which would be the biggest since the 1980s. Democrats, expected to unanimously oppose the tax bill, have dismissed it as a giveaway to the wealthy and corporations. Republican Senator Bob Corker and others had tried to add a provision to the bill to trigger automatic future tax increases if the tax cuts in the bill did not boost the economy and generate revenues sufficient to offset the deficit expansion. But the Senate parliamentarian barred Corkerâ€™s â€œtriggerâ€ proposal on procedural grounds. The trigger amendment was needed to win Corkerâ€™s vote and those of others worried about the deficit - worries that intensified when congressional analysts said the bill would not boost the economy enough to offset the estimated deficit expansion, as the Trump administration had said it would. Senate Finance Committee Chairman Orrin Hatch told reporters in the Capitol that it had not been easy to accommodate Corker, Senator Jeff Flake and other fiscal hawks. â€œItâ€™s been pretty hard to make them happy so far. Weâ€™re going to keep working on it ... and weâ€™re going to do it,â€ Hatch said. Senate Republicans were considering making a proposed corporate income tax rate cut temporary, instead of permanent, so the rate would rise back to an unknown level after six or seven years, said one Republican senator and an aide. By that time, Trump might no longer be in office and a future Congress might change the law. When asked if the tax bill was in trouble, Republican Senator Mike Rounds told reporters: â€œNo, I donâ€™t think so. Itâ€™s just a matter of once again trying to make the bill work.â€ Optimism had reigned earlier in the day, when the bill won the backing of Republican Senator John McCain. Stocks surged on hopes that a key tax overhaul vote was imminent. The S&P 500 hit a record closing high and the Dow Jones industrial average topped the 24,000 mark for the first time. But the Joint Committee on Taxation, or JCT, a nonpartisan fiscal analysis unit of Congress, said the bill as passed earlier by the Senate Finance Committee, would generate only $407 billion in new tax revenue from increased economic growth. JCT had earlier estimated the tax bill would balloon the $20 trillion national debt by $1.4 trillion over 10 years. The new estimate, counting â€œdynamicâ€ economic effects, put the deficit expansion at $1 trillion, far short of assertions by some Republicans that the tax cuts would pay for themselves. House of Representatives Democratic leader Nancy Pelosi said the new JCT estimate showed â€œno amount of dynamic scoring fairy dust will fix the catastrophic deficits of the GOP tax scam.â€ McCain, a key player in Julyâ€™s collapse of a Republican effort to gut Obamacare, backed the tax bill. While â€œfar from perfect,â€ the partyâ€™s 2008 presidential nominee said it would boost the economy and help all Americans. Republican Senator Susan Collins, who also played a role in the failure of the Obamacare rollback, told reporters she was still not committed to the bill. Several Republicans were withholding support while pushing for including a federal deduction for up to $10,000 in state and local property taxes and bigger tax breaks for â€œpass-throughâ€ companies, including small businesses. As drafted, the Senate bill would cut the U.S. corporate tax rate to 20 percent from 35 percent after a one-year delay and reduce the tax burden on businesses and individuals, while ending many tax breaks, but would still expand the deficit, Trump wants to enact tax cuts before January. The House approved its own tax bill on Nov. 16. It would have to be merged with the Senate bill, if it is approved, before any final measure could go to Trump for his signature.  Republicans have 52 votes in the 100-member Senate, giving them enough to win if they hold together. With Democrats opposed, Republicans could lose no more than two of their own votes, with Vice President Mike Pence able to break a 50-50 tie. Trump has attacked Corker and Flake on Twitter. Both senators are not seeking re-election. In early October, the president called Corker, â€œLiddleâ€™ Bob Corkerâ€ in a tweet. Corker tweeted that the Trump White House was an â€œadult daycare center.â€ Days later, he called Trump a liar who had damaged U.S. standing in the world. Trump tweeted back saying Corker â€œcouldnâ€™t get elected dog catcher.â€ Trump earlier this month tweeted that Flakeâ€™s political career was â€˜toastâ€™â€ In a dramatic Senate speech, Flake said U.S. politics had become inured to â€œreckless, outrageous and undignifiedâ€ behavior from the White House. ",politicsNews
U.S. House Democratic leader Pelosi says Conyers should resign,"WASHINGTON (Reuters) - U.S. House Democratic leader Nancy Pelosi said on Thursday that Representative John Conyers should resign after sexual harassment allegations were brought against him, saying â€œzero tolerance means consequences for everyone.â€ Pelosi said the situation with Conyers, the longest-serving member in the U.S. House of Representatives, was â€œvery sadâ€ but the allegations against him were â€œserious, disappointing and very credibleâ€ and â€œthe brave women who came forward are owed justice.â€ â€œCongressman Conyers should resign,â€ Pelosi said. ",politicsNews
Trump angers UK with truculent tweet to May after sharing far-right videos,"LONDON (Reuters) - U.S. President Donald Trump sparked outrage in Britain on Thursday with a sharp rebuke of Prime Minister Theresa May on Twitter after she criticized him for retweeting British far-right anti-Islam videos.   As British politicians lined up to condemn Trump for sharing videos originally posted by a leader of a British far-right fringe group, Trump, in an unprecedented attack on one of Americaâ€™s closest allies, replied with an unrepentant message. â€œTheresa @theresamay, donâ€™t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom. We are doing just fine,â€ he tweeted. His truculent response caused anger in Britain, where there have been several major Islamist militant attacks this year, with one minister describing Trumpâ€™s tweets as â€œalarming and despairingâ€. Londonâ€™s Muslim mayor called for the withdrawal of an offer to him to make a state visit to Britain.  May, on a visit to Jordan, repeated her view, expressed earlier by her spokesman, that the U.S. leader was wrong for sharing anti-Muslim videos posted by Jayda Fransen, deputy leader of Britain First. But she did not directly respond to Trumpâ€™s rebuke.  â€œIâ€™m very clear that retweeting from Britain First was the wrong thing to do,â€ May told reporters in Jordan. She said the group was a â€œhateful organizationâ€ that sought to spread division and mistrust. â€œThe fact that we work together does not mean that weâ€™re afraid to say when we think the United States has got it wrong, and be very clear with them,â€ May said. She added that Britain had a long-term, enduring relationship with the United States. The British ambassador to the United States, Kim Darroch, said he had raised concerns with White House officials. â€œBritish people overwhelmingly reject the prejudiced rhetoric of the far right, which seek to divide communities & erode decency, tolerance & respect,â€ he wrote on Twitter. Fransen, who was convicted this month of abusing a Muslim woman and whose group wants to ban Islam, is facing further criminal charges of racially aggravated harassment. TRUMP AND MAY ONCE HAND-IN-HAND Islamist militants have carried out several major attacks in Britain this year that have killed a total of 36 people, including a bombing in Manchester and two attacks on bridges in London in which victims were rammed with vehicles and stabbed. Trump initially addressed his rebuke to a Twitter handle that was not Mayâ€™s, though he later retweeted to the British leaderâ€™s correct account. Always a pillar of Britainâ€™s foreign policy, the so-called â€œspecial relationshipâ€ with Washington has taken on added importance as Britain prepares to leave the European Union in 2019 and seeks new major trade deals.  Since Trump became president, May has gone out of her way to cultivate a good relationship with him. She was the first foreign leader to visit him after his inauguration in January, and they were filmed emerging from the White House holding hands. She later said Trump took her hand in a gentlemanly gesture as they walked down a ramp.  But she angered his many critics in Britain then by extending an invitation to make a state visit to Britain with all the pomp and pageantry it brings including a formal banquet with Queen Elizabeth. Londonâ€™s mayor, Sadiq Khan, said May should withdraw the offer of a state visit. â€œAfter this latest incident, it is increasingly clear that any official visit at all from President Trump to Britain would not be welcomed,â€ Khan, who has clashed on Twitter with Trump, said. British lawmakers held an urgent session to discuss Trumpâ€™s tweets, with parliamentarians from across the political divide united in condemnation. â€œBy sharing it (the videos), he is either a racist, incompetent or unthinking, or all three,â€ opposition Labour lawmaker Stephen Doughty said. Britainâ€™s Middle East minister Alistair Burt tweeted: â€œThe White House tweets are both alarming and despairing tonight. This is so not where the world needs to go.â€ Despite repeated calls from opposition lawmakers to cancel the state visit, Home Secretary (interior  minister) Amber Rudd said the invitation still stood although a timing had not been agreed.  Outside parliament, there was more harsh criticism from the likes of Brendan Cox, the husband of lawmaker Jo Cox who was murdered in 2016 by a far-right extremist and Justin Welby, the spiritual head of the Anglican Church.   The U.S. ambassador to London Woody Johnson wrote on Twitter he had relayed concerns to Washington. â€œThe U.S. & UK have a long history of speaking frankly with each other, as all close friends do,â€ he said. The videos shared by Trump purported to show a group of people who were Muslims beating a teenage boy to death, battering a boy on crutches and destroying a Christian statue. Reuters was unable to verify the videos. The Dutch embassy in Washington issued a Twitter comment on one of them, which Fransen had described as showing a â€œMuslim migrantâ€ beating up a boy.  â€œ@realDonald Trump Facts do matter. The perpetrator of the violent act in this video was born and raised in the Netherlands,â€ the embassy said. â€œHe received and completed his sentence under Dutch law.â€ Britain First, a little-known party on the periphery of UK politics, welcomed Trumpâ€™s retweeting of the videos to his 44 million followers, regarding it as an endorsement of their message.  â€œIâ€™m delighted,â€ said Fransen, whose own Twitter following increase by 50 percent in the wake of the furor to 78,000. She told Reuters Trumpâ€™s retweets showed the president shared her aim of raising awareness of â€œissues such as Islamâ€. The White House defended the retweets by the Republican president, who during the 2016 U.S. election campaign called for â€œa total and complete shutdown of Muslims entering the United Statesâ€, saying that he was raising security issues. It repeatedly refused to be drawn into the content of the videos or whether Trump was aware of the source of the tweets. â€œItâ€™s about ensuring that individuals who come into the United States donâ€™t pose a public safety or terrorism threat,â€ White House spokesman Raj Shah told reporters aboard Air Force One. ",politicsNews
"U.N. rights boss condemns ""spreading hatred through tweets""","GENEVA (Reuters) - In a thinly veiled reference to U.S. President Donald Trump, the top U.N. human rights official on Thursday condemned  â€œpopulistsâ€ who spread â€œhatred through tweetsâ€. Britain criticised Trump on Wednesday after he retweeted anti-Islam videos originally posted by a leader of a far-right British fringe party who was convicted this month of abusing a Muslim woman. â€œThere are the populists â€” political hooligans who through their incitement â€” which is the equivalent of hurling racist insults, throwing bottles onto the field, attacking the referee and, as we saw yesterday, spreading hatred through tweets â€” seek to scramble our order, our laws,â€ U.N. High Commissioner for Human Rights Zeid Raâ€™ad Al Hussein said in a speech in Geneva. A U.N. official, who declined to be identified, said that Zeidâ€™s remarks were â€œclearly a reference to Trump tweets but also others using social media in this wayâ€. (Refiles to add dropped full name of official) ",politicsNews
Arctic drilling hits speed bumps in U.S. tax bill,"WASHINGTON (Reuters) - A quest by Republicans to open Alaskaâ€™s Arctic National Wildlife Reserve was slowed after a nonpartisan Senate official ruled late on Wednesday that the exploration was subject to environmental assessments by the Interior Department. Senator Lisa Murkowski, a Republican from Alaska and the head of the Senate energy panel, has been pushing a measure in the U.S. tax bill that would open a portion of the refuge on the coastal plain to two lease sales in 10 years for drilling. But the nonpartisan senate official took issue with the energy committee measure as it did not fully consider requirements under a national environmental law. The official ruled that oil exploration in the refuge is not exempt to an environmental law requiring the Interior Department to commission an assessment, a Democratic aide said. Such environmental assessments can take months or years to complete.   â€œThis is good news for us because it could slow down or prevent drilling,â€ the Democratic aide said.   Republicans offered new language to the bill after the move and said that the drilling would still advance if the tax bill passes.  â€œThere was a little hiccup, but they fixed it in the amendment they just filed tonight, so full steam ahead,â€ a Republican Senate aide said.    Murkowski said she was not concerned about procedural questions and that the issues would be fully resolved.   The Arctic reserve, protected by the federal government since 1960, is home to wildlife populations including caribou, polar bears and millions of birds that migrate to six of the seven continents. The U.S. Geological Survey estimates the area Republicans want to drill in has up to 12 billion barrels of recoverable crude. ",politicsNews
"Senator Collins says not committed to tax bill, concerned about SALT","WASHINGTON (Reuters) - Republican U.S. Senator Susan Collins said on Thursday she was not committed to voting for the Senate tax bill, citing concerns over healthcare and the loss of a deduction for state and local taxes. Collins told reporters at a Christian Science Monitor breakfast it would be â€œvery difficult for me to support the bill if I do not prevail on those two issuesâ€ but she was encouraged by her discussions with leadership. Collins said she has proposed an amendment to the tax bill that would retain the deduction for property taxes up to $10,000, as the House bill does. The Senate bill repeals the Affordable Care Act fine on people who do not purchase health insurance, which will lead to higher insurance premiums. Collins has asked lawmakers to include in a separate bill provisions that would help insurers cover expensive patients, and that would continue Obamacare subsidy payments for low income people for two years. The Republican from Maine also said one of her amendments to the tax bill is a refundable tax credit for adult dependent care that would be paid for by closing a loophole on carried interest.  Collins said she believed the corporate tax rate does not need to be cut as low as 20 percent, as President Donald Trump has favored. She said 21 or 22 percent would be â€œfine with me.â€ She said she expected a Senate floor vote during the tax bill debate on making individual tax cuts permanent, or to make corporate tax cuts expire at same time as individual cuts.  ",politicsNews
UK PM May says Donald Trump was wrong to retweet far-right videos,"AMMAN (Reuters) - British Prime Minister Theresa May said on Thursday that U.S. President Donald Trump was wrong to retweet a video from a far-right British group which she said was â€œhatefulâ€ and spreads division. Trump sparked outrage in Britain with a sharp rebuke of May on Twitter after she criticized him for retweeting anti-Islam videos from the deputy leader of Britain First. â€œThe fact that we work together does not mean that weâ€™re afraid to say when we think the United States has got it wrong, and be very clear with them,â€ May told reporters in Amman. â€œAnd Iâ€™m very clear that retweeting from Britain First was the wrong thing to do,â€ May said. ",politicsNews
Britain's U.S. ambassador discussed Trump retweets with senior White House staff: source,"LONDON (Reuters) - Britainâ€™s ambassador to the United States discussed a row over retweets sent by President Donald Trump with senior White House officials on Wednesday, a British government source said on Thursday. The source, who asked not to be named due to the sensitivity of the issue, did not give further details of the discussion. Trump has sparked outrage in Britainâ€™s political establishment with a sharp rebuke of Prime Minister Theresa May on Twitter after she criticised him for retweeting British far-right anti-Islam videos. ",politicsNews
Factbox: Trump on Twitter (Nov 30) - NYTimes,"The following statementsÂ were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own.Â Reuters has not edited the statements or confirmed their accuracy.  @realDonaldTrump : - The Failing @nytimes, the pipe organ for the Democrat Party, has become a virtual lobbyist for them with regard to our massive Tax Cut Bill. They are wrong so often that now I know we have a winner! [0701 EST] -- Source link: (bit.ly/2jBh4LU) (bit.ly/2jpEXYR) ",politicsNews
Trump criticized in Britain and U.S. for sharing anti-Muslim videos,"WASHINGTON/LONDON (Reuters) - President Donald Trump on Wednesday shared anti-Muslim videos posted on Twitter by a far-right British party leader, drawing condemnation from Britain, U.S. Muslim groups and some members of Congress. The White House defended the retweets by the Republican president, who during the 2016 U.S. election campaign called for â€œa total and complete shutdown of Muslims entering the United States,â€ saying that he was raising security issues. As president, Trump has issued executive orders banning entry to some citizens of several Muslim-majority countries, although courts have partially blocked the measures from taking effect. â€œLook, Iâ€™m not talking about the nature of the video,â€ White House spokeswoman Sarah Sanders told reporters. â€œThe threat is real and thatâ€™s what the president is talking about is the need for national security, the need for military spending, and those are very real things. Thereâ€™s nothing fake about that.â€ Jayda Fransen, deputy leader of anti-immigration Britain First, posted the videos which she said showed a group of people who were Muslims beating a teenage boy to death, battering a boy on crutches and destroying a Christian statue. Fransen was convicted earlier this month of abusing a Muslim woman and was ordered to pay a fine and legal costs. Some British lawmakers demanded an apology from Trump for sharing the videos with his nearly 44 million Twitter followers and U.S. Muslim groups said he had been incendiary and reckless. â€œIt is wrong for the president to have done this,â€ the spokesman for British Prime Minister Theresa May said. â€œBritain First seeks to divide communities through their use of hateful narratives which peddle lies and stoke tensions. They cause anxiety to law-abiding people,â€ the spokesman said. Trump fired back at May over her criticism. â€œTheresa @theresamay, donâ€™t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom. We are doing just fine,â€ Trump tweeted, using an incorrect Twitter handle for May. He later issued a tweet with her correct handle, â€œ@Theresa_Mayâ€.     Reuters was unable to immediately verify the videos and Fransen herself said they had come from various online sources which had been posted on her social media pages. â€œIâ€™m delighted,â€ Fransen, who has 53,000 Twitter followers, told Reuters. She said Trumpâ€™s retweets showed the president shared her aim of raising awareness of â€œissues such as Islamâ€. The White House repeatedly refused to be drawn into the content of the videos or whether Trump was aware of the source of the tweets. â€œItâ€™s about ensuring that individuals who come into the United States donâ€™t pose a public safety or terrorism threat,â€ White House spokesman Raj Shah told reporters aboard Air Force One. Fransen thanked Trump and said, â€œThe important message here is Donald Trump has been made aware of the persecution and prosecution of a political leader in Britain for giving what has been said by police to be an anti-Islamic speech.â€ ANTI-IMMIGRATION One of the videos that Trump retweeted first circulated on social and Egyptian state media in 2013, showing what appeared to be supporters of now-ousted Islamist President Mohammed Mursi throwing two youths from a concrete tower onto a roof. In reference to another video that was titled â€œMuslim migrant beats up Dutch boy on crutches!â€, the Netherlands embassy in the United States tweeted back at Trump saying: â€œ@realDonaldTrump Facts do matter. The perpetrator of the violent act in this video was born and raised in the Netherlands. He received and completed his sentence under Dutch law.â€ Trumpâ€™s promotion of the videos contrasts with the way he often criticizes mainstream U.S. media, lambasting some outlets for â€œfake newsâ€ when they air segments he regards as being against him. â€œWhat we saw today is one of many videos that is circulating on anti-Muslim hate websites,â€ said Ilhan Cagri with the U.S.-based Muslim Public Affairs Council. â€œIt is years-old and simply aims to breed fear for Muslims and Islam and breed violence. It  has nothing to do with the practice of Islam itself,â€ Cagri said. The Anti-Defamation League said the retweets would only encourage â€œextremists and anti-Muslim bigots in the United States and abroad who exploit the propaganda value.â€ â€œSuch content is the engine that fuels extremist movements and will embolden bigots in the U.S. who already believe the president is a fellow traveler,â€ the ADL said in a statement. Democrats in Congress and at least one Republican lawmaker were also critical of Trump.  â€œThe violence depicted in these videos is horrific, but it is abhorrent that President Trump would choose to deliberately fan the flames of hatred and religious bigotry,â€ Democratic U.S. Senator Jack Reed said in a statement. Republican Senator John McCain, a frequent critic of Trump, said he was â€œsurprisedâ€ that Trump had chosen to retweet those videos. â€œWhat do I think about it? Obviously, surprised. Surprised,â€ he told Reuters as he left a meeting with Jordanian King Abdullah at the U.S. Senate. Britain First is a peripheral political party which wants to end all immigration and bring in a comprehensive ban on Islam, with anyone found to be promoting the religionâ€™s ideology to be deported or imprisoned. The group, which rarely garners any media attention but attracts a few hundred protesters to its regular street demonstrations, states on its website it is a â€œloyalist movement.â€ Critics say it is simply racist. Last week, Fransen was charged by the police in Northern Ireland with using threatening, abusive or insulting words in a speech at a rally in Belfast in August. Along with the groupâ€™s leader, she was also charged in September with causing religiously aggravated harassment over the distribution of leaflets and posting online videos during a court trial involving a number of Muslim men accused and later convicted of rape. Politicians in Britain condemned Trump, with Jeremy Corbyn, leader of the opposition Labour Party, describing his tweets as â€œabhorrent, dangerous and a threat to our society.â€ In contrast, David Duke, a former Ku Klux Klan leader who has run for political office in Louisiana, praised Trump. â€œHeâ€™s condemned for showing us what the fake news media wonâ€™t,â€ Duke wrote on Twitter. â€œThank God for Trump! Thatâ€™s why we love him!â€ ",politicsNews
"UK PM May is focused on tackling extremism, spokesman says in response to Trump","LONDON (Reuters) - British Prime Minister Theresa May is fully focused on tackling extremism, her spokesman said on Thursday, responding to a tweet by U.S. President Donald Trump telling her to focus on â€œdestructive Radical Islamic Terrorismâ€. Asked if May was focused on tackling extremism: her spokesman said: â€œYes.â€  â€œThe overwhelming majority of Muslims in this country are law-abiding people who abhor extremism in all its forms. The prime minister has been clear ... that where Islamist extremism does exist it should be tackled head on. We are working hard to do that both at home and internationally and ... with our U.S. partners.â€ ",politicsNews
British minister hopes condemnation of Trump tweet has impact,"LONDON (Reuters) - British interior minister Amber Rudd said on Thursday she hoped Britainâ€™s condemnation of U.S. President Donald Trump for retweeting material from a British far-right group would have an impact.  â€œI think we all listen more carefully, perhaps, to criticism from our friends than from people who we donâ€™t have a relationship with. So, I hope that the prime ministerâ€™s comments will have some impact on the president,â€ Rudd told parliament. British Prime Minister Theresa May said on Wednesday that Trump was wrong to have retweeted posts from the Britain First group. ",politicsNews
U.S. intel committee subpoenas comedian in Russia election meddling probe,"(Reuters) - A New York comedian has been compelled to appear before a House Intelligence Committee investigating suspected Russian meddling in the 2016 U.S. election where he will likely face questions about acting as a go-between for Wikileaks and an ally of President Donald Trump.  Randy Credico, a political activist who hosted a radio show on New York radio, is scheduled to appear in front of the committee on Dec. 15, according to a photo of the subpoena posted on his Twitter account.  On several occasions over the last few years, Credico interviewed and met with WikiLeaks founder Julian Assange, a man believed by some U.S. officials and lawmakers to be an untrustworthy pawn of Russian President Vladimir Putin.  Assangeâ€™s group released Democratic emails during the 2016 presidential campaign that U.S. intelligence agencies say were hacked by Russia to try to tilt the election against Democratic candidate Hillary Clinton. He is regarded with distaste by many in Washington, although Trump, then the Republican candidate, supported the groupâ€™s email releases last year. Credico has also interviewed Republican political consultant Roger Stone, a longtime Trump ally, who he worked with in the past to reform New Yorkâ€™s drug laws, according to the New York Times.  Stone flatly denied allegations of collusion between the presidentâ€™s associates and Russia during the 2016 U.S. election in a meeting with House of Representatives Intelligence Committee in September.  During his appearance in front of the committee, Stone refused to identify an â€œopinion journalistâ€ who had acted as a go-between between Stone and Assange. According to Stoneâ€™s own account to Reuters, he â€œreluctantlyâ€ identified the journalist as Credico in written communication to the committee.  The committee has been interested in predictions that Stone made about damage the email release would have on Clintonâ€™s campaign, the Times reported. ",politicsNews
Kushner met with special counsel Mueller in Russia probe: CNN,"WASHINGTON (Reuters) - U.S. President Donald Trumpâ€™s son-in-law, Jared Kushner, met with Special Counsel Robert Muellerâ€™s team earlier this month as part of its Russia probe, CNN reported on Wednesday, citing two people familiar with the meeting. Former White House national security adviser Michael Flynn was the prime topic of the conversation between Kushner and Muellerâ€™s team, CNN said, citing one of the sources. Flynn, who resigned in February after misleading Vice President Mike Pence about his conversations with a Russian diplomat, is under investigation by Muellerâ€™s team, which is looking into possible collusion between Russia and the Trump campaign in last yearâ€™s presidential election. The nature of the questioning was principally to make sure Kushner did not have information that exonerated Flynn, CNN said, citing one source. Kushner spoke with Muellerâ€™s team for less than 90 minutes, CNN said. â€œMr. Kushner has voluntarily cooperated with all relevant inquiries and will continue to do so,â€ Abbe Lowell, Kushnerâ€™s lawyer, told Reuters. Lawyers for Flynn have halted communications with Trumpâ€™s legal team, a potentially critical step in Muellerâ€™s  probe, sources familiar with the investigation said on Friday. Flynnâ€™s lawyer, Robert Kelner, called John Dowd, Trumpâ€™s private lawyer, last week to say the matter had reached a point where the two could no longer could discuss it, two people familiar with the call told Reuters.  It was not clear whether Kelner made the call because he had negotiated a plea agreement with Mueller for Flynn to cooperate in the probe, or because Flynn had decided to engage with Mueller, said two other sources. The probe has dogged the White House since January, when U.S. intelligence agencies concluded that Russia interfered in the election to try to help Trump defeat Democrat Hillary Clinton by hacking and releasing embarrassing emails and disseminating propaganda via social media to discredit her. Russia has denied interfering in the U.S. election and Trump has said there was no collusion.  ",politicsNews
